<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.11	102252.45	102451.72	102156.89	102378.13	493686	0	0
2024.02.12	102378.16	102619.88	102046.93	102082.30	539400	0	0
2024.02.13	102082.33	102324.74	101967.44	102246.62	495786	0	0
2024.02.14	102246.65	102336.84	102049.33	102068.05	526741	0	0
2024.02.15	102068.08	102361.20	101958.43	102142.88	502437	0	0
2024.02.16	102142.91	102326.91	101937.15	102133.48	506718	0	0
2024.02.17	102133.51	102248.74	101982.84	102073.84	511525	0	0
2024.02.18	102073.87	102315.08	101976.59	102315.08	486624	0	0
2024.02.19	102315.11	102627.40	102307.34	102562.29	481632	0	0
2024.02.20	102562.32	102641.13	101831.71	101868.81	580253	0	0
2024.02.21	101868.84	102126.92	101832.93	102059.68	493917	0	0
2024.02.22	102059.71	102455.23	102041.94	102299.75	481121	0	0
2024.02.23	102299.78	102743.18	102286.07	102652.36	471816	0	0
2024.02.24	102652.39	102866.91	102340.90	102356.26	542106	0	0
2024.02.25	102356.29	102545.81	102249.20	102289.86	506521	0	0
2024.02.26	102289.89	102689.51	102101.60	102554.21	483632	0	0
2024.02.27	102554.24	103026.00	102549.29	102797.78	488210	0	0
2024.02.28	102797.81	102809.42	102259.23	102392.09	552123	0	0
2024.02.29	102392.12	102479.22	102199.94	102394.02	506462	0	0
2024.03.01	102394.05	102499.26	101821.90	101889.61	564851	0	0
2024.03.02	101889.64	101959.95	101523.90	101706.49	524012	0	0
2024.03.03	101706.52	101749.64	101450.44	101693.55	512059	0	0
2024.03.04	101693.58	101821.50	101501.55	101664.88	517109	0	0
2024.03.05	101664.91	101754.56	101358.61	101572.78	516422	0	0
2024.03.06	101572.81	102027.87	101463.80	101848.58	360320	0	0
2024.03.07	101848.61	101930.95	101615.92	101705.07	86399	0	28
2024.03.08	101705.10	101958.67	101633.09	101737.52	85929	0	28
2024.03.09	101737.55	102043.22	101630.15	101964.30	86399	0	28
2024.03.10	101964.33	102331.68	101780.13	102249.89	86362	0	28
2024.03.11	102249.92	102703.71	102249.92	102638.83	86399	0	28
2024.03.12	102638.86	102800.14	102572.90	102576.45	86285	0	28
2024.03.13	102576.48	102621.77	102151.36	102246.01	73813	0	28
2024.03.14	102246.04	102286.65	102027.71	102043.52	86399	0	28
2024.03.15	102043.55	102093.27	101792.34	101887.27	86399	0	28
2024.03.16	101887.30	101898.76	101365.16	101464.44	86399	0	28
2024.03.17	101464.47	101791.61	101361.33	101791.61	80015	0	0
2024.03.18	101791.64	102291.11	101688.31	102208.56	86392	0	28
2024.03.19	102208.59	102491.39	102149.24	102397.62	86399	0	28
2024.03.20	102397.65	102793.91	102348.58	102682.37	86400	0	28
2024.03.21	102682.40	102991.23	102551.01	102789.56	86400	0	28
2024.03.22	102789.59	102837.80	102277.86	102292.98	86217	0	28
2024.03.23	102293.01	102691.93	102254.40	102628.23	86400	0	28
2024.03.24	102628.26	102642.51	102336.33	102531.78	86152	0	28
2024.03.25	102531.81	102993.83	102531.81	102750.90	86334	0	28
2024.03.26	102750.93	102841.60	102398.46	102642.36	86400	0	28
2024.03.27	102642.39	102778.95	102530.83	102734.89	86400	0	28
2024.03.28	102734.92	102954.43	102575.88	102924.28	86399	0	28
2024.03.29	102924.31	102971.45	102727.93	102793.00	84909	0	28
2024.03.30	102793.03	102854.11	102503.64	102762.13	86400	0	28
2024.03.31	102762.16	102988.96	102657.33	102938.75	80398	0	28
2024.04.01	102938.78	103082.43	102510.93	102522.18	86085	0	28
2024.04.02	102522.21	102669.30	102411.45	102459.75	86399	0	42
2024.04.03	102459.78	102829.34	102459.78	102692.12	86400	0	42
2024.04.04	102692.15	102968.76	102633.48	102882.63	86400	0	42
2024.04.05	102882.66	102968.69	102313.25	102376.25	86399	0	42
2024.04.06	102376.28	102515.12	101895.44	102025.46	86400	0	42
2024.04.07	102025.49	102402.21	101970.63	102172.44	85962	0	42
2024.04.08	102172.47	102428.99	101891.46	102409.69	86400	0	42
2024.04.09	102409.72	102753.72	102341.90	102747.71	86372	0	42
2024.04.10	102747.74	102785.33	102296.77	102483.60	86400	0	42
2024.04.11	102483.63	102889.67	102427.77	102884.76	86400	0	42
2024.04.12	102884.79	103114.71	102854.41	102903.80	86399	0	42
2024.04.13	102903.83	103027.75	102740.83	102935.89	84869	0	42
2024.04.14	102935.92	103345.23	102884.73	103241.04	86334	0	42
2024.04.15	103241.07	103606.35	103192.72	103426.73	86218	0	42
2024.04.16	103426.76	103465.01	102814.84	102943.91	86400	0	42
2024.04.17	102943.94	102983.30	102610.51	102661.40	86399	0	42
2024.04.18	102661.43	103024.09	102644.06	102897.43	86400	0	42
2024.04.19	102897.46	103005.28	102538.45	102592.35	86400	0	42
2024.04.20	102592.38	102675.00	102429.59	102529.59	86399	0	42
2024.04.21	102529.62	102913.38	102447.38	102636.32	86248	0	42
2024.04.22	102636.35	102794.17	102293.80	102378.73	86398	0	42
2024.04.23	102378.76	102480.97	102117.98	102398.50	86396	0	42
2024.04.24	102398.53	102919.73	102368.04	102903.95	86400	0	42
2024.04.25	102903.98	103297.15	102844.39	102888.21	86399	0	42
2024.04.26	102888.24	102955.27	102711.39	102927.85	86393	0	42
2024.04.27	102927.88	103101.74	102730.48	102946.67	86399	0	42
2024.04.28	102946.70	103081.08	102517.99	102650.72	86334	0	42
2024.04.29	102650.75	102881.85	102455.42	102750.72	86400	0	42
2024.04.30	102750.75	102876.47	102591.22	102867.39	86391	0	42
2024.05.01	102867.42	103367.78	102742.31	103152.10	86400	0	42
2024.05.02	103152.13	103567.96	102734.80	102755.54	86399	0	42
2024.05.03	102755.57	102887.63	102636.27	102761.41	86400	0	42
2024.05.04	102761.44	102783.16	102430.17	102491.03	86400	0	42
2024.05.05	102491.06	102544.09	102264.94	102283.15	86335	0	42
2024.05.06	102283.18	102462.12	101971.71	101977.86	86199	0	42
2024.05.07	101977.89	102022.02	101632.81	101845.03	86400	0	42
2024.05.08	101845.06	102300.37	101735.42	102193.51	86399	0	42
2024.05.09	102193.54	102482.50	102126.55	102235.90	86400	0	42
2024.05.10	102235.93	102479.86	102225.69	102417.20	86399	0	42
2024.05.11	102417.23	102576.27	102150.73	102469.77	86400	0	42
2024.05.12	102469.80	102721.04	102469.15	102582.21	86329	0	42
2024.05.13	102582.24	102789.79	102495.94	102533.54	86400	0	42
2024.05.14	102533.57	102624.99	102315.03	102358.70	86400	0	42
2024.05.15	102358.73	102403.52	101841.73	101865.31	86399	0	42
2024.05.16	101865.34	102241.54	101852.23	102225.84	86400	0	42
2024.05.17	102225.87	102531.47	102162.60	102418.93	86399	0	42
2024.05.18	102418.96	102442.45	101778.39	101849.13	86367	0	42
2024.05.19	101849.16	102017.79	101687.54	101946.12	86125	0	42
2024.05.20	101946.15	101963.70	101634.99	101856.80	86008	0	42
2024.05.21	101856.83	102031.89	101755.98	101771.67	86400	0	42
2024.05.22	101771.70	102095.43	101611.82	101737.83	86274	0	42
2024.05.23	101737.86	102000.21	101737.86	101885.79	86399	0	42
2024.05.24	101885.82	102135.14	101842.72	102028.48	86400	0	42
2024.05.25	102028.51	102291.31	102028.51	102237.96	86399	0	42
2024.05.26	102237.99	102347.15	101842.54	101855.29	86248	0	42
2024.05.27	101855.32	101987.64	101729.93	101955.48	86399	0	42
2024.05.28	101955.51	102252.75	101900.50	102156.80	86270	0	42
2024.05.29	102156.83	102256.20	101969.11	102078.44	86400	0	42
2024.05.30	102078.47	102441.59	102063.08	102156.48	86372	0	42
2024.05.31	102156.51	102447.51	102146.70	102360.19	86400	0	42
2024.06.01	102360.22	102608.48	102325.13	102566.20	86399	0	42
2024.06.02	102566.23	103053.96	102566.23	102883.20	86399	0	42
2024.06.03	102883.23	102981.22	102422.87	102452.93	86400	0	42
2024.06.04	102452.96	102648.88	102344.66	102481.67	86399	0	42
2024.06.05	102481.70	102553.78	102189.17	102344.82	86400	0	42
2024.06.06	102344.85	102615.17	102052.73	102398.23	86399	0	42
2024.06.07	102398.26	102668.47	102322.59	102346.71	86400	0	42
2024.06.08	102346.74	102461.25	102187.66	102386.90	86400	0	42
2024.06.09	102386.93	102611.59	102266.26	102596.32	86245	0	42
2024.06.10	102596.35	102891.40	102364.06	102854.09	86400	0	42
2024.06.11	102854.12	102953.65	102652.10	102793.94	86399	0	42
2024.06.12	102793.97	102958.67	102548.09	102582.41	86333	0	42
2024.06.13	102582.44	103244.48	102479.32	103244.48	86264	0	42
2024.06.14	103244.51	103402.73	103106.44	103134.53	86302	0	42
2024.06.15	103134.56	103394.57	103034.63	103157.82	86400	0	42
2024.06.16	103157.85	103171.68	102382.53	102399.27	86329	0	42
2024.06.17	102399.30	102454.05	101982.01	102275.18	86400	0	42
2024.06.18	102275.21	102407.54	101747.71	101794.58	86399	0	42
2024.06.19	101794.61	101929.23	101632.51	101877.49	86400	0	42
2024.06.20	101877.52	102429.14	101877.52	102397.93	86399	0	42
2024.06.21	102397.96	102533.61	102154.80	102514.61	86242	0	42
2024.06.22	102514.64	102733.30	102449.10	102733.30	86400	0	42
2024.06.23	102733.33	103184.99	102718.13	103012.57	86196	0	42
2024.06.24	103012.60	103013.50	102649.46	102942.93	86400	0	42
2024.06.25	102942.96	102951.27	102476.87	102506.72	86400	0	42
2024.06.26	102506.75	102833.40	102468.63	102650.63	86399	0	42
2024.06.27	102650.66	102782.05	102436.84	102440.95	86400	0	42
2024.06.28	102440.98	102529.50	102281.92	102482.63	86399	0	42
2024.06.29	102482.66	102806.59	102376.35	102763.98	86363	0	42
2024.06.30	102764.01	102974.54	102660.80	102937.18	86329	0	42
2024.07.01	102937.21	103290.88	102841.38	103240.25	86400	0	42
2024.07.02	103240.28	103381.92	103201.36	103284.86	86400	0	42
2024.07.03	103284.89	103572.73	103055.88	103068.81	86372	0	42
2024.07.04	103068.84	103261.47	103015.62	103157.68	86341	0	42
2024.07.05	103157.71	103278.45	102746.97	102933.20	86399	0	42
2024.07.06	102933.23	103298.26	102897.71	103014.06	86400	0	42
2024.07.07	103014.09	103160.15	102805.88	103133.03	86399	0	42
2024.07.08	103133.06	103237.87	102840.58	103139.33	86399	0	42
2024.07.09	103139.36	103182.30	102926.25	102997.81	86400	0	42
2024.07.10	102997.84	103171.97	102796.74	102863.14	86399	0	42
2024.07.11	102863.17	103433.18	102860.87	103385.88	86400	0	42
2024.07.12	103385.91	103757.75	103385.91	103656.95	86399	0	42
2024.07.13	103656.98	104033.14	103600.20	103834.99	86383	0	42
2024.07.14	103835.02	103854.02	103566.86	103592.18	86335	0	42
2024.07.15	103592.21	103634.25	103165.00	103462.25	86399	0	42
2024.07.16	103462.28	103652.81	103123.26	103187.36	86251	0	42
2024.07.17	103187.39	103313.86	103038.63	103070.53	86336	0	42
2024.07.18	103070.56	103340.06	102977.33	103054.89	86311	0	42
2024.07.19	103054.92	103400.50	103029.56	103400.50	86399	0	42
2024.07.20	103400.53	103699.14	103319.45	103670.10	86400	0	42
2024.07.21	103670.13	103769.44	103418.38	103591.09	86255	0	42
2024.07.22	103591.12	103709.82	103387.41	103389.78	86399	0	42
2024.07.23	103389.81	103492.77	103145.55	103222.60	86400	0	42
2024.07.24	103222.63	103250.89	102782.31	102817.69	86399	0	42
2024.07.25	102817.72	102838.72	102407.69	102455.38	86400	0	42
2024.07.26	102455.41	102790.00	102455.41	102656.99	86399	0	42
2024.07.27	102657.02	102718.48	102420.62	102592.28	86371	0	42
2024.07.28	102592.31	102653.86	102293.76	102509.75	86336	0	42
2024.07.29	102509.78	102565.37	102173.06	102175.43	86399	0	42
2024.07.30	102175.46	102221.76	101892.42	102177.64	86400	0	42
2024.07.31	102177.67	102437.37	102039.99	102397.00	86399	0	42
2024.08.01	102397.03	103036.31	102382.76	102692.68	86301	0	42
2024.08.02	102692.71	102813.71	102523.63	102680.68	86399	0	42
2024.08.03	102680.71	103057.90	102668.42	102873.72	85587	0	42
2024.08.04	102873.75	103131.07	102873.75	103130.81	86210	0	42
2024.08.05	103130.84	103228.42	102936.58	103074.50	86399	0	42
2024.08.06	103074.53	103186.14	102926.97	103158.86	86400	0	42
2024.08.07	103158.89	103208.26	102849.12	102888.72	86399	0	42
2024.08.08	102888.75	102977.10	102475.99	102489.04	86400	0	42
2024.08.09	102489.07	102780.47	102458.27	102571.43	86399	0	42
2024.08.10	102571.46	102952.01	102490.59	102706.24	86400	0	42
2024.08.11	102706.27	102952.47	102664.73	102841.22	86399	0	42
2024.08.12	102841.25	103173.56	102563.13	103161.03	86278	0	42
2024.08.13	103161.06	103174.14	102811.46	102988.32	86400	0	42
2024.08.14	102988.35	103223.45	102960.95	103190.82	86399	0	42
2024.08.15	103190.85	103441.90	103140.72	103344.91	86400	0	42
2024.08.16	103344.94	103816.06	103307.79	103661.95	86399	0	42
2024.08.17	103661.98	103690.52	103447.60	103460.73	86400	0	42
2024.08.18	103460.76	104034.49	103412.85	103968.28	86253	0	42
2024.08.19	103968.31	104068.96	103630.33	103652.53	86354	0	42
2024.08.20	103652.56	103986.16	103358.10	103966.69	86400	0	42
2024.08.21	103966.72	104013.66	103518.74	103579.33	86399	0	42
2024.08.22	103566.20	103766.65	103437.17	103709.56	86400	0	42
2024.08.23	103709.59	103938.69	103627.15	103799.69	86399	0	42
2024.08.24	103799.72	103859.68	103489.54	103572.63	86400	0	42
2024.08.25	103572.66	103983.55	103542.90	103663.97	86336	0	42
2024.08.26	103664.00	103894.15	103410.38	103671.31	86399	0	42
2024.08.27	103671.34	103724.50	103282.98	103508.36	86400	0	42
2024.08.28	103508.39	103795.32	103376.21	103515.31	86395	0	42
2024.08.29	103515.34	103991.84	103496.08	103933.91	86394	0	42
2024.08.30	103933.94	103938.83	103425.00	103575.38	86399	0	42
2024.08.31	103575.41	103627.38	103295.05	103449.33	86400	0	42
2024.09.01	103449.36	103561.83	103099.60	103227.57	85904	0	42
2024.09.02	103227.60	103394.90	103085.36	103170.61	86400	0	42
2024.09.03	103170.64	103229.75	102860.02	103096.58	86400	0	42
2024.09.04	103096.61	103312.24	102957.46	103021.89	86399	0	42
2024.09.05	103021.92	103313.24	102946.12	103012.56	86399	0	42
2024.09.06	103012.59	103143.20	102840.02	103034.55	86400	0	42
2024.09.07	103034.58	103121.23	102800.17	102842.12	86400	0	42
2024.09.08	102842.15	103187.11	102833.38	103024.92	86398	0	42
2024.09.09	103024.95	103100.90	102575.80	102612.55	86400	0	42
2024.09.10	102612.58	102716.08	102372.65	102621.52	86400	0	42
2024.09.11	102621.55	102871.98	102509.20	102523.38	86326	0	42
2024.09.12	102523.41	102981.29	102465.03	102835.27	86400	0	42
2024.09.13	102835.30	103153.28	102514.11	102685.59	86399	0	42
2024.09.14	102685.62	102874.30	102421.87	102541.58	86400	0	42
2024.09.15	102541.61	102562.66	102113.49	102419.26	86250	0	42
2024.09.16	102419.29	102609.09	102344.24	102398.60	86399	0	42
2024.09.17	102398.63	102719.77	102307.78	102615.17	86400	0	42
2024.09.18	102615.20	102905.66	102615.20	102873.06	77656	0	42
2024.09.19	102873.09	103144.98	102649.76	103129.91	86399	0	42
2024.09.20	103129.94	103315.17	103078.60	103306.93	86397	0	42
2024.09.21	103306.96	103754.23	103255.00	103692.74	86399	0	42
2024.09.22	103692.77	104042.39	103655.38	103975.72	86166	0	42
2024.09.23	103975.75	104101.70	103849.77	104043.85	86376	0	42
2024.09.24	104043.88	104110.28	103609.34	103764.52	86399	0	42
2024.09.25	103764.55	103817.50	103513.76	103526.60	86368	0	42
2024.09.26	103526.63	103574.62	103294.98	103574.62	86399	0	42
2024.09.27	103574.65	103687.36	103293.30	103448.92	86399	0	42
2024.09.28	103448.95	103565.58	103215.54	103405.52	86399	0	42
2024.09.29	103405.55	103522.76	103095.51	103244.41	86019	0	42
2024.09.30	103244.44	103271.09	102944.03	103072.24	86399	0	42
2024.10.01	103072.27	103673.73	103036.06	103667.68	86399	0	42
2024.10.02	103667.71	103905.25	103294.78	103435.49	86399	0	42
2024.10.03	103435.52	103631.43	103351.40	103631.43	86252	0	42
2024.10.04	103631.46	104053.58	103599.77	103886.94	86399	0	42
2024.10.05	103886.97	104352.16	103886.97	104151.13	86399	0	42
2024.10.06	104151.16	104284.76	103987.82	104135.61	86398	0	42
2024.10.07	104135.64	104382.43	103903.88	104382.43	86399	0	42
2024.10.08	104382.46	104421.61	103948.12	103957.87	86399	0	42
2024.10.09	103957.90	104078.75	103607.66	103748.23	86399	0	42
2024.10.10	103748.26	104074.55	103748.26	103919.81	86399	0	42
2024.10.11	103919.84	104271.12	103891.03	103985.89	86399	0	42
2024.10.12	103985.92	104259.95	103894.01	104229.55	86399	0	42
2024.10.13	104229.58	104702.21	104229.07	104532.56	86256	0	42
2024.10.14	104532.59	104547.93	104055.34	104362.12	86398	0	42
2024.10.15	104362.15	104722.86	104362.15	104675.76	86400	0	42
2024.10.16	104675.79	104755.32	104338.15	104352.84	86398	0	42
2024.10.17	104352.87	104690.75	104268.94	104595.63	86399	0	42
2024.10.18	104595.66	104697.97	104502.86	104622.00	86399	0	42
2024.10.19	104622.03	104682.59	104358.82	104637.10	82621	0	42
2024.10.20	104637.13	104746.08	104393.14	104407.69	86258	0	42
2024.10.21	104407.72	104652.39	104362.47	104631.12	86393	0	42
2024.10.22	104631.15	105017.54	104585.14	104953.10	86400	0	42
2024.10.23	104953.13	105247.97	104833.97	105166.51	86399	0	42
2024.10.24	105166.54	105172.60	104696.95	105047.14	86401	0	42
2024.10.25	105047.17	105078.85	104589.84	104637.37	86397	0	42
2024.10.26	104637.40	104769.18	104358.77	104618.79	86397	0	42
2024.10.27	104618.82	104723.68	104474.18	104698.43	80032	0	42
2024.10.28	104698.46	104889.38	104615.12	104797.52	86400	0	42
2024.10.29	104797.55	104820.77	104556.82	104640.56	86401	0	42
2024.10.30	104640.59	104866.11	104486.14	104857.51	86400	0	42
2024.10.31	104857.54	104920.35	104570.15	104920.35	86400	0	42
2024.11.01	104920.38	105231.57	104784.37	104831.55	86401	0	42
2024.11.02	104831.58	105024.33	104690.46	104993.64	86331	0	42
2024.11.03	104993.67	105016.62	104567.34	104723.89	86281	0	42
2024.11.04	104723.92	105016.21	104618.74	105016.21	84389	0	42
2024.11.05	105016.24	105600.64	105005.45	105317.06	86400	0	42
2024.11.06	105317.09	105606.15	105260.45	105606.15	86401	0	42
2024.11.07	105606.18	105743.15	105227.66	105267.63	86400	0	42
2024.11.08	105267.66	105321.57	104614.27	104959.04	86400	0	42
2024.11.09	104959.07	105335.87	104803.55	105210.37	86302	0	42
2024.11.10	105210.40	105364.87	105046.17	105333.03	86255	0	42
2024.11.11	105333.06	105388.64	104607.85	104659.04	86398	0	42
2024.11.12	104659.07	104900.11	104547.12	104598.23	86401	0	42
2024.11.13	104598.26	104676.21	104091.90	104412.06	86400	0	42
2024.11.14	104412.09	104774.97	104354.52	104545.79	86400	0	42
2024.11.15	104545.82	104775.17	104525.77	104592.06	86401	0	42
2024.11.16	104592.09	104943.41	104522.41	104875.83	86400	0	42
2024.11.17	104875.86	105020.69	104607.01	104926.04	86328	0	42
2024.11.18	104926.07	104980.71	104728.97	104759.21	86399	0	42
2024.11.19	104759.24	105082.89	104621.70	104707.40	86400	0	42
2024.11.20	104707.43	104824.11	104468.38	104710.14	86400	0	42
2024.11.21	104710.17	104919.45	104385.49	104455.16	86401	0	42
2024.11.22	104455.19	104914.75	104321.01	104866.21	86392	0	42
2024.11.23	104866.24	104972.96	104461.31	104518.30	86400	0	42
2024.11.24	104518.33	104679.93	104394.84	104654.79	86328	0	42
2024.11.25	104654.82	104713.73	104423.61	104608.76	86088	0	42
2024.11.26	104608.79	104773.19	104475.69	104574.68	86400	0	42
2024.11.27	104574.71	104806.93	104456.89	104806.93	86401	0	42
2024.11.28	104806.96	105072.02	104703.23	104950.42	86400	0	42
2024.11.29	104950.45	104954.35	104650.79	104756.98	86400	0	42
2024.11.30	104757.01	104776.57	104455.15	104504.16	86374	0	42
2024.12.01	104504.19	104555.03	104102.72	104227.25	86400	0	42
2024.12.02	104227.28	104632.81	104152.49	104632.81	86394	0	42
2024.12.03	104632.84	105124.32	104618.47	105016.21	86400	0	42
2024.12.04	105016.24	105386.24	104867.87	105311.58	86400	0	42
2024.12.05	105311.61	105353.16	104898.80	105328.85	86401	0	42
2024.12.06	105328.88	105593.37	105307.29	105470.96	86400	0	42
2024.12.07	105470.99	105985.73	105407.88	105894.81	86400	0	42
2024.12.08	105894.84	106242.59	105894.84	106071.89	86255	0	42
2024.12.09	106071.92	106330.18	106071.92	106120.25	86398	0	42
2024.12.10	106120.28	106545.44	106100.57	106542.23	86316	0	42
2024.12.11	106542.26	106553.03	106046.76	106333.84	86400	0	42
2024.12.12	106333.87	106701.73	106232.00	106258.02	86401	0	42
2024.12.13	106258.05	106299.07	105974.84	105986.57	86400	0	42
2024.12.14	105986.60	106098.26	105785.82	105810.00	86400	0	42
2024.12.15	105810.03	105862.77	105510.21	105710.06	86261	0	42
2024.12.16	105710.09	105868.12	105594.96	105830.96	86395	0	42
2024.12.17	105830.99	105852.97	105483.07	105566.07	86400	0	42
2024.12.18	105566.10	105727.47	105431.19	105494.96	86401	0	42
2024.12.19	105494.99	105628.23	105011.51	105234.52	86400	0	42
2024.12.20	105234.55	105380.44	105132.67	105350.83	86400	0	42
2024.12.21	105350.86	106025.99	105343.89	105871.10	86401	0	42
2024.12.22	105871.13	106012.56	105773.18	105795.75	86335	0	42
2024.12.23	105795.78	106449.82	105766.64	106449.82	86400	0	42
2024.12.24	106449.85	106721.04	106273.45	106690.27	86400	0	42
2024.12.25	106690.30	106747.50	106421.89	106631.27	86282	0	42
2024.12.26	106631.30	107098.87	106604.90	106755.83	86400	0	42
2024.12.27	106755.86	106839.23	106485.29	106496.03	86400	0	42
2024.12.28	106496.06	106698.62	106320.85	106568.66	86401	0	42
2024.12.29	106568.69	106698.20	106414.15	106670.95	86335	0	42
2024.12.30	106670.98	106771.00	106358.02	106545.65	86187	0	42
2024.12.31	106545.68	106594.44	106340.68	106376.38	86400	0	42
2025.01.01	106376.41	106456.41	106197.40	106456.41	86281	0	42
2025.01.02	106456.44	106598.03	106198.69	106406.57	86400	0	42
2025.01.03	106406.60	106544.60	106225.45	106310.86	86400	0	42
2025.01.04	106310.89	106548.37	106013.42	106197.47	86401	0	42
2025.01.05	106197.50	106233.36	105877.37	105917.96	86217	0	42
2025.01.06	105917.99	106424.35	105865.72	106424.35	86278	0	42
2025.01.07	106424.38	106639.08	106377.65	106591.18	86401	0	42
2025.01.08	106591.21	106605.22	106212.58	106399.10	86400	0	42
2025.01.09	106399.13	106500.62	105937.27	106155.95	86400	0	42
2025.01.10	106155.98	106214.48	105813.59	105824.12	86401	0	42
2025.01.11	105824.15	106037.07	105783.26	106031.65	86400	0	42
2025.01.12	106031.68	106036.58	105733.42	105974.87	86186	0	42
2025.01.13	105974.90	106056.71	105477.52	105621.22	86396	0	42
2025.01.14	105621.25	105869.13	105590.90	105634.25	86401	0	42
2025.01.15	105634.28	105694.11	105421.99	105555.59	86398	0	42
2025.01.16	105555.62	105637.04	105404.69	105500.95	86400	0	42
2025.01.17	105500.98	105543.41	105241.33	105537.71	86401	0	42
2025.01.18	105537.74	105867.22	105286.34	105776.81	86376	0	42
2025.01.19	105776.84	106094.22	105688.33	106038.51	86335	0	42
2025.01.20	106038.54	106270.07	105948.79	106082.91	86278	0	42
2025.01.21	106082.94	106184.71	105940.33	106087.36	86401	0	42
2025.01.22	106087.39	106285.86	105675.51	105680.34	86400	0	42
2025.01.23	105680.37	105969.24	105547.28	105912.44	86400	0	42
2025.01.24	105912.47	105941.21	105523.80	105803.67	86401	0	42
2025.01.25	105803.70	106061.60	105610.52	105614.34	86381	0	42
2025.01.26	105614.37	105679.67	105202.45	105222.67	86335	0	42
2025.01.27	105222.70	105318.12	104751.10	104888.62	86233	0	42
2025.01.28	104888.65	105059.74	104770.39	104920.59	86297	0	42
2025.01.29	104920.62	104955.66	104414.62	104497.13	86400	0	42
2025.01.30	104497.16	104984.50	104405.55	104984.50	86400	0	42
2025.01.31	104984.53	105042.42	104701.45	104884.18	86401	0	42
2025.02.01	104884.21	105034.89	104713.78	104764.06	85766	0	42
2025.02.02	104764.09	104769.07	104169.94	104177.26	86334	0	42
2025.02.03	104177.29	104231.17	103653.85	103775.74	86400	0	42
2025.02.04	103775.77	103931.38	103567.98	103743.33	86401	0	42
2025.02.05	103743.36	103863.29	103458.07	103607.36	86400	0	42
2025.02.06	103607.39	103816.45	103490.30	103624.13	86400	0	42
2025.02.07	103624.16	103743.64	103434.84	103686.77	86400	0	42
2025.02.08	103686.80	103985.36	103674.46	103821.35	86401	0	42
2025.02.09	103821.38	103972.40	103709.27	103936.48	86207	0	42
2025.02.10	103936.51	104034.18	103690.47	103860.99	86401	0	42
2025.02.11	103861.02	104361.30	103767.45	104302.41	86400	0	42
